year,nace_code,sector_name,new_companies,prev_year_count,yoy_growth,growth_category
2022,32121,Manufacturing,20,21,-4.76,Decline
2022,13990,"Water Supply; Sewerage, Waste Management and Remediation Activities",73,69,5.8,Growth
2022,14291,Construction,22,29,-24.14,Decline
2022,14191,Construction,22,29,-24.14,Decline
2022,31092,Manufacturing,131,164,-20.12,Decline
2022,46311,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",18,22,-18.18,Decline
2022,1250,Manufacturing,54,74,-27.03,Decline
2022,87302,"Professional, Scientific and Technical Activities",3,6,-50.0,Decline
2022,23310,Manufacturing,9,13,-30.77,Decline
2022,93124,Manufacturing,23,24,-4.17,Decline
2022,43422,Activities of Extraterrestrial Organizations And Bodies,417,455,-8.35,Decline
2022,43996,"Water Supply; Sewerage, Waste Management and Remediation Activities",414,456,-9.21,Decline
2022,10311,"Agriculture, Forestry and Fishing",7,11,-36.36,Decline
2022,1309,Manufacturing,69,80,-13.75,Decline
2022,38120,Administrative and Support Service Activities,11,10,10.0,Growth
2022,28960,Activities of Extraterrestrial Organizations And Bodies,1,4,-75.0,Decline
2022,10620,Mining and Quarrying,2,1,100.0,Growth
2022,77225,"Professional, Scientific and Technical Activities",62,67,-7.46,Decline
2022,77295,"Professional, Scientific and Technical Activities",62,67,-7.46,Decline
2022,92622,Manufacturing,8,15,-46.67,Decline
2022,96995,"Professional, Scientific and Technical Activities",183,153,19.61,Growth
2022,96095,"Publishing, Broadcasting, Content Production, Distribution Activities",175,151,15.89,Growth
2022,47594,"Professional, Scientific and Technical Activities",38,43,-11.63,Decline
2022,3110,Manufacturing,7,8,-12.5,Decline
2022,47527,"Professional, Scientific and Technical Activities",65,88,-26.14,Decline
2022,10810,Mining and Quarrying,10,8,25.0,Growth
2022,86904,"Professional, Scientific and Technical Activities",780,678,15.04,Growth
2022,96993,"Professional, Scientific and Technical Activities",591,555,6.49,Growth
2022,96093,"Publishing, Broadcasting, Content Production, Distribution Activities",582,553,5.24,Growth
2022,72210,Manufacturing,1,3,-66.67,Decline
2022,74120,Construction,2104,1845,14.04,Growth
2022,74103,Construction,2095,1835,14.17,Growth
2022,96910,"Professional, Scientific and Technical Activities",16,12,33.33,Growth
2022,15520,Accommodation and Food Service Activities,1,1,0.0,Stable
2022,46650,Financial and Insurance Activities,18,18,0.0,Stable
2022,93123,Manufacturing,30,31,-3.23,Decline
2022,23140,Manufacturing,3,5,-40.0,Decline
2022,23410,Activities of Extraterrestrial Organizations And Bodies,142,137,3.65,Growth
2022,85200,Transportation and Storage,3,4,-25.0,Decline
2022,82200,Manufacturing,32,36,-11.11,Decline
2022,85204,Transportation and Storage,4,4,0.0,Stable
2022,85325,Transportation and Storage,1,1,0.0,Stable
2022,94995,Transportation and Storage,19,16,18.75,Growth
2022,26600,Financial and Insurance Activities,7,8,-12.5,Decline
2022,59112,"Arts, Sports and Recreation",168,177,-5.08,Decline
2022,26800,Real Estate Activities,4,1,300.0,Growth
2022,74101,Construction,739,733,0.82,Growth
2022,38212,Administrative and Support Service Activities,3,3,0.0,Stable
2022,46871,Real Estate Activities,9,5,80.0,Growth
2022,38310,Activities of Extraterrestrial Organizations And Bodies,26,29,-10.34,Decline
2022,46771,Activities of Extraterrestrial Organizations And Bodies,9,5,80.0,Growth
2022,43223,Manufacturing,101,81,24.69,Growth
2022,43993,"Water Supply; Sewerage, Waste Management and Remediation Activities",100,78,28.21,Growth
2022,74991,Transportation and Storage,226,181,24.86,Growth
2022,74901,Transportation and Storage,225,179,25.7,Growth
2022,96992,"Professional, Scientific and Technical Activities",329,273,20.51,Growth
2022,96092,"Publishing, Broadcasting, Content Production, Distribution Activities",326,271,20.3,Growth
2022,69209,"Arts, Sports and Recreation",6,8,-25.0,Decline
2022,72400,Manufacturing,1,4,-75.0,Decline
2022,25910,"Publishing, Broadcasting, Content Production, Distribution Activities",3,2,50.0,Growth
2022,85691,Accommodation and Food Service Activities,4,6,-33.33,Decline
2022,85601,Accommodation and Food Service Activities,4,6,-33.33,Decline
2022,74130,Construction,583,553,5.42,Growth
2022,74104,Construction,578,548,5.47,Growth
2022,94920,Transportation and Storage,5,4,25.0,Growth
2022,91012,Manufacturing,4,2,100.0,Growth
2022,14100,Construction,41,37,10.81,Growth
2022,14390,Construction,39,31,25.81,Growth
2022,86920,"Professional, Scientific and Technical Activities",35,33,6.06,Growth
2022,86903,"Professional, Scientific and Technical Activities",34,33,3.03,Growth
2022,85109,Transportation and Storage,6,3,100.0,Growth
2022,85209,Transportation and Storage,3,6,-50.0,Decline
2022,86931,"Professional, Scientific and Technical Activities",785,684,14.77,Growth
2022,93192,Manufacturing,224,173,29.48,Growth
2022,85329,Transportation and Storage,3,8,-62.5,Decline
2022,45192,Transportation and Storage,72,89,-19.1,Decline
2022,85101,Transportation and Storage,5,3,66.67,Growth
2022,87109,"Professional, Scientific and Technical Activities",14,11,27.27,Growth
2022,74112,Construction,152,160,-5.0,Decline
2022,85104,Transportation and Storage,2,4,-50.0,Decline
2022,93128,Manufacturing,3,2,50.0,Growth
2022,85207,Transportation and Storage,1,1,0.0,Stable
2022,85330,Transportation and Storage,1,3,-66.67,Decline
2022,85410,Activities of Extraterrestrial Organizations And Bodies,1,3,-66.67,Decline
2022,3120,Manufacturing,6,4,50.0,Growth
2022,86996,"Professional, Scientific and Technical Activities",5,6,-16.67,Decline
2022,47810,Administrative and Support Service Activities,107,110,-2.73,Decline
2022,86999,"Professional, Scientific and Technical Activities",9,4,125.0,Growth
2022,82400,Manufacturing,48,39,23.08,Growth
2022,79909,Activities of Extraterrestrial Organizations And Bodies,47,37,27.03,Growth
2022,59114,"Arts, Sports and Recreation",144,88,63.64,Growth
2022,93125,Manufacturing,25,19,31.58,Growth
2022,46383,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",28,41,-31.71,Decline
2022,77220,"Professional, Scientific and Technical Activities",8,13,-38.46,Decline
2022,11030,Manufacturing,20,20,0.0,Stable
2022,59113,"Arts, Sports and Recreation",636,571,11.38,Growth
2022,77393,"Professional, Scientific and Technical Activities",83,84,-1.19,Decline
2022,72500,Manufacturing,2,1,100.0,Growth
2022,69203,"Arts, Sports and Recreation",51,42,21.43,Growth
2022,38230,Administrative and Support Service Activities,2,2,0.0,Stable
2022,38221,Administrative and Support Service Activities,2,2,0.0,Stable
2022,74851,Activities of Extraterrestrial Organizations And Bodies,7,1,600.0,Growth
2022,1280,Manufacturing,40,37,8.11,Growth
2022,52492,Manufacturing,2,3,-33.33,Decline
2022,74853,Activities of Extraterrestrial Organizations And Bodies,1,1,0.0,Stable
2022,52622,Manufacturing,2,3,-33.33,Decline
2022,23130,Manufacturing,17,13,30.77,Growth
2022,43214,Manufacturing,2,2,0.0,Stable
2022,14310,Construction,8,9,-11.11,Decline
2022,34202,Construction,1,1,0.0,Stable
2022,47513,"Professional, Scientific and Technical Activities",52,55,-5.45,Decline
2022,77226,"Professional, Scientific and Technical Activities",44,32,37.5,Growth
2022,77296,"Professional, Scientific and Technical Activities",44,31,41.94,Growth
2022,30200,"Agriculture, Forestry and Fishing",3,1,200.0,Growth
2022,92331,Manufacturing,1,1,0.0,Stable
2022,61300,Manufacturing,8,5,60.0,Growth
2022,74102,Construction,152,159,-4.4,Decline
2022,20301,"Agriculture, Forestry and Fishing",1,37,-97.3,Decline
2022,1260,Manufacturing,4,10,-60.0,Decline
2022,2300,Manufacturing,2,4,-50.0,Decline
2022,30110,"Agriculture, Forestry and Fishing",10,5,100.0,Growth
2022,33160,Manufacturing,23,14,64.29,Growth
2022,80300,"Agriculture, Forestry and Fishing",16,12,33.33,Growth
2022,1479,Manufacturing,19,28,-32.14,Decline
2022,74602,Wholesale and Retail Trade,1,1,0.0,Stable
2022,87309,"Professional, Scientific and Technical Activities",3,1,200.0,Growth
2022,56120,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",4,11,-63.64,Decline
2022,28292,Administrative and Support Service Activities,1,1,0.0,Stable
2022,3210,Manufacturing,8,7,14.29,Growth
2022,23450,Activities of Extraterrestrial Organizations And Bodies,88,74,18.92,Growth
2022,74877,Activities of Extraterrestrial Organizations And Bodies,4,4,0.0,Stable
2022,68329,Activities of Extraterrestrial Organizations And Bodies,7,2,250.0,Growth
2022,23490,Activities of Extraterrestrial Organizations And Bodies,88,74,18.92,Growth
2022,35210,Transportation and Storage,1,8,-87.5,Decline
2022,86907,"Professional, Scientific and Technical Activities",63,43,46.51,Growth
2022,95120,Transportation and Storage,68,75,-9.33,Decline
2022,97000,"Professional, Scientific and Technical Activities",399,495,-19.39,Decline
2022,1640,Manufacturing,10,10,0.0,Stable
2022,28294,Administrative and Support Service Activities,1,2,-50.0,Decline
2022,74874,Activities of Extraterrestrial Organizations And Bodies,1,3,-66.67,Decline
2022,32122,Manufacturing,14,19,-26.32,Decline
2022,30120,"Agriculture, Forestry and Fishing",7,4,75.0,Growth
2022,47813,Administrative and Support Service Activities,1,1,0.0,Stable
2022,7290,"Professional, Scientific and Technical Activities",3,1,200.0,Growth
2022,86932,"Professional, Scientific and Technical Activities",6,3,100.0,Growth
2022,86961,"Professional, Scientific and Technical Activities",4,5,-20.0,Decline
2022,1120,Manufacturing,3,2,50.0,Growth
2022,90130,"Agriculture, Forestry and Fishing",5,1,400.0,Growth
2022,23420,Activities of Extraterrestrial Organizations And Bodies,5,5,0.0,Stable
2022,1270,Manufacturing,11,10,10.0,Growth
2022,95000,Transportation and Storage,2,2,0.0,Stable
2022,1440,Manufacturing,5,9,-44.44,Decline
2022,32129,Manufacturing,28,28,0.0,Stable
2022,96991,"Professional, Scientific and Technical Activities",28,14,100.0,Growth
2022,96091,"Publishing, Broadcasting, Content Production, Distribution Activities",28,13,115.38,Growth
2022,98100,Administrative and Support Service Activities,1,1,0.0,Stable
2022,58210,Administrative and Support Service Activities,68,32,112.5,Growth
2022,86939,"Professional, Scientific and Technical Activities",5,1,400.0,Growth
2022,1230,Manufacturing,6,3,100.0,Growth
2022,47920,Administrative and Support Service Activities,3,3,0.0,Stable
2022,95320,Transportation and Storage,1,1,0.0,Stable
2022,43213,Manufacturing,3,2,50.0,Growth
2022,86994,"Professional, Scientific and Technical Activities",9,8,12.5,Growth
2022,86997,"Professional, Scientific and Technical Activities",2,1,100.0,Growth
2022,86952,"Professional, Scientific and Technical Activities",1,1,0.0,Stable
2022,1140,Manufacturing,2,2,0.0,Stable
2022,1150,Manufacturing,1,2,-50.0,Decline
2022,71119,Manufacturing,1,1,0.0,Stable
2022,86965,"Professional, Scientific and Technical Activities",1,1,0.0,Stable
2022,96400,Financial and Insurance Activities,1,1,0.0,Stable
2022,30400,Activities of Extraterrestrial Organizations And Bodies,1,1,0.0,Stable
2022,64320,Construction,1,,,New Sector
2022,74910,Transportation and Storage,1,1,0.0,Stable
2021,84130,Construction,5,2,150.0,Growth
2021,68121,Administrative and Support Service Activities,1409,1036,36.0,Growth
2021,41101,Manufacturing,1406,1023,37.44,Growth
2021,36000,"Publishing, Broadcasting, Content Production, Distribution Activities",17,8,112.5,Growth
2021,93110,Manufacturing,432,261,65.52,Growth
2021,93299,Manufacturing,1453,1117,30.08,Growth
2021,93126,Manufacturing,17,16,6.25,Growth
2021,45213,Transportation and Storage,1,1,0.0,Stable
2021,41003,Manufacturing,1124,847,32.7,Growth
2021,94999,Transportation and Storage,192,149,28.86,Growth
2021,68122,Administrative and Support Service Activities,704,544,29.41,Growth
2021,82990,Manufacturing,9814,6879,42.67,Growth
2021,71122,Manufacturing,106,92,15.22,Growth
2021,41203,Manufacturing,1122,835,34.37,Growth
2021,41102,Manufacturing,701,535,31.03,Growth
2021,37000,"Professional, Scientific and Technical Activities",41,34,20.59,Growth
2021,88911,Activities of Extraterrestrial Organizations And Bodies,84,46,82.61,Growth
2021,88101,Administrative and Support Service Activities,78,43,81.4,Growth
2021,88993,Activities of Extraterrestrial Organizations And Bodies,6,7,-14.29,Decline
2021,88995,Activities of Extraterrestrial Organizations And Bodies,2,2,0.0,Stable
2021,84120,Construction,8,7,14.29,Growth
2021,42911,Manufacturing,67,30,123.33,Growth
2021,73200,Manufacturing,453,376,20.48,Growth
2021,2100,Manufacturing,148,101,46.53,Growth
2021,2020,Manufacturing,1,1,0.0,Stable
2021,2400,Manufacturing,99,68,45.59,Growth
2021,87202,"Professional, Scientific and Technical Activities",6,8,-25.0,Decline
2021,85311,Transportation and Storage,1,2,-50.0,Decline
2021,88105,Administrative and Support Service Activities,6,8,-25.0,Decline
2021,88106,Administrative and Support Service Activities,5,7,-28.57,Decline
2021,88103,Administrative and Support Service Activities,5,6,-16.67,Decline
2021,88104,Administrative and Support Service Activities,6,4,50.0,Growth
2021,88992,Activities of Extraterrestrial Organizations And Bodies,24,30,-20.0,Decline
2021,88991,Activities of Extraterrestrial Organizations And Bodies,10,13,-23.08,Decline
2021,35140,Transportation and Storage,133,110,20.91,Growth
2021,35110,Transportation and Storage,80,48,66.67,Growth
2021,35220,Transportation and Storage,4,6,-33.33,Decline
2021,61100,Manufacturing,208,178,16.85,Growth
2021,35130,Transportation and Storage,20,28,-28.57,Decline
2021,61200,Manufacturing,251,221,13.57,Growth
2021,45211,Transportation and Storage,8,6,33.33,Growth
2021,45450,Activities of Extraterrestrial Organizations And Bodies,7,6,16.67,Growth
2021,41001,Manufacturing,3678,3012,22.11,Growth
2021,43350,Manufacturing,2340,1863,25.6,Growth
2021,64210,Construction,2931,2503,17.1,Growth
2021,41201,Manufacturing,3642,2972,22.54,Growth
2021,64200,Construction,2918,2494,17.0,Growth
2021,43390,Manufacturing,2319,1845,25.69,Growth
2021,38110,Administrative and Support Service Activities,63,41,53.66,Growth
2021,38210,Administrative and Support Service Activities,132,98,34.69,Growth
2021,38211,Administrative and Support Service Activities,8,9,-11.11,Decline
2021,90021,Activities of Extraterrestrial Organizations And Bodies,742,495,49.9,Growth
2021,38330,Activities of Extraterrestrial Organizations And Bodies,43,32,34.38,Growth
2021,38219,Administrative and Support Service Activities,43,31,38.71,Growth
2021,88999,Activities of Extraterrestrial Organizations And Bodies,210,204,2.94,Growth
2021,91110,Manufacturing,11,8,37.5,Growth
2021,94110,Construction,28,25,12.0,Growth
2021,74203,Construction,5,4,25.0,Growth
2021,71121,Manufacturing,1406,1063,32.27,Growth
2021,94993,Transportation and Storage,16,20,-20.0,Decline
2021,26300,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",8,9,-11.11,Decline
2021,64922,Transportation and Storage,9,6,50.0,Growth
2021,52220,Manufacturing,32,24,33.33,Growth
2021,52241,Manufacturing,28,19,47.37,Growth
2021,87301,"Professional, Scientific and Technical Activities",7,8,-12.5,Decline
2021,87101,"Professional, Scientific and Technical Activities",4,5,-20.0,Decline
2021,86940,"Professional, Scientific and Technical Activities",649,476,36.34,Growth
2021,86906,"Professional, Scientific and Technical Activities",587,426,37.79,Growth
2021,42212,Manufacturing,163,116,40.52,Growth
2021,42219,Manufacturing,158,142,11.27,Growth
2021,86910,"Professional, Scientific and Technical Activities",52,44,18.18,Growth
2021,86901,"Professional, Scientific and Technical Activities",51,43,18.6,Growth
2021,64110,Construction,1,8,-87.5,Decline
2021,65121,Transportation and Storage,17,14,21.43,Growth
2021,64999,Transportation and Storage,163,103,58.25,Growth
2021,96302,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",9,10,-10.0,Decline
2021,56220,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",320,212,50.94,Growth
2021,96032,"Publishing, Broadcasting, Content Production, Distribution Activities",9,10,-10.0,Decline
2021,56290,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",319,211,51.18,Growth
2021,80010,Activities of Extraterrestrial Organizations And Bodies,56,65,-13.85,Decline
2021,49110,"Arts, Sports and Recreation",3,4,-25.0,Decline
2021,49100,"Arts, Sports and Recreation",3,4,-25.0,Decline
2021,80100,"Agriculture, Forestry and Fishing",44,53,-16.98,Decline
2021,86101,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",4,6,-33.33,Decline
2021,56301,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",1049,909,15.4,Growth
2021,86220,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",529,590,-10.34,Decline
2021,68110,Administrative and Support Service Activities,1411,1121,25.87,Growth
2021,68203,Administrative and Support Service Activities,1551,1292,20.05,Growth
2021,68100,Administrative and Support Service Activities,1398,1110,25.95,Growth
2021,70200,"Agriculture, Forestry and Fishing",9708,8093,19.96,Growth
2021,70220,"Agriculture, Forestry and Fishing",9654,8052,19.9,Growth
2021,70311,"Agriculture, Forestry and Fishing",2,1,100.0,Growth
2021,82100,Manufacturing,2803,1953,43.52,Growth
2021,68310,Activities of Extraterrestrial Organizations And Bodies,1049,868,20.85,Growth
2021,68311,Activities of Extraterrestrial Organizations And Bodies,1041,866,20.21,Growth
2021,82110,Manufacturing,2671,1861,43.52,Growth
2021,64190,Construction,13,7,85.71,Growth
2021,45230,Transportation and Storage,3,1,200.0,Growth
2021,42110,Manufacturing,427,318,34.28,Growth
2021,52100,Manufacturing,137,98,39.8,Growth
2021,69109,"Arts, Sports and Recreation",414,322,28.57,Growth
2021,52230,Manufacturing,74,53,39.62,Growth
2021,55300,Transportation and Storage,38,21,80.95,Growth
2021,71113,Manufacturing,702,547,28.34,Growth
2021,87999,Administrative and Support Service Activities,10,16,-37.5,Decline
2021,87909,Administrative and Support Service Activities,10,15,-33.33,Decline
2021,84114,Construction,1,7,-85.71,Decline
2021,90202,"Agriculture, Forestry and Fishing",309,176,75.57,Growth
2021,90012,Activities of Extraterrestrial Organizations And Bodies,302,175,72.57,Growth
2021,10111,"Agriculture, Forestry and Fishing",50,52,-3.85,Decline
2021,46832,Real Estate Activities,87,70,24.29,Growth
2021,10110,"Agriculture, Forestry and Fishing",49,52,-5.77,Decline
2021,2012,Manufacturing,5,3,66.67,Growth
2021,2200,Manufacturing,157,165,-4.85,Decline
2021,92613,Manufacturing,1,2,-50.0,Decline
2021,35300,Transportation and Storage,9,5,80.0,Growth
2021,35150,Transportation and Storage,129,101,27.72,Growth
2021,2011,Manufacturing,1,1,0.0,Stable
2021,64910,Transportation and Storage,2,8,-75.0,Decline
2021,91410,Manufacturing,12,14,-14.29,Decline
2021,91420,Manufacturing,17,15,13.33,Growth
2021,93293,Manufacturing,24,19,26.32,Growth
2021,46810,Real Estate Activities,55,38,44.74,Growth
2021,46710,Activities of Extraterrestrial Organizations And Bodies,54,37,45.95,Growth
2021,46732,Activities of Extraterrestrial Organizations And Bodies,87,70,24.29,Growth
2021,91042,Manufacturing,17,15,13.33,Growth
2021,93292,Manufacturing,30,23,30.43,Growth
2021,91041,Manufacturing,12,13,-7.69,Decline
2021,51531,Manufacturing,1,1,0.0,Stable
2021,71209,Manufacturing,412,272,51.47,Growth
2021,46872,Real Estate Activities,33,24,37.5,Growth
2021,47631,Activities of Extraterrestrial Organizations And Bodies,3,7,-57.14,Decline
2021,46772,Activities of Extraterrestrial Organizations And Bodies,33,22,50.0,Growth
2021,47783,Administrative and Support Service Activities,150,128,17.19,Growth
2021,93053,Manufacturing,7,6,16.67,Growth
2021,96999,"Professional, Scientific and Technical Activities",2098,1656,26.69,Growth
2021,96099,"Publishing, Broadcasting, Content Production, Distribution Activities",2077,1641,26.57,Growth
2021,1480,Manufacturing,224,226,-0.88,Decline
2021,1490,Manufacturing,224,225,-0.44,Decline
2021,77399,"Professional, Scientific and Technical Activities",221,175,26.29,Growth
2021,73120,Manufacturing,211,179,17.88,Growth
2021,81100,Manufacturing,294,201,46.27,Growth
2021,56309,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",156,118,32.2,Growth
2021,55401,Activities of Extraterrestrial Organizations And Bodies,3,7,-57.14,Decline
2021,55302,Transportation and Storage,2,8,-75.0,Decline
2021,52210,Manufacturing,306,235,30.21,Growth
2021,56112,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",2423,1980,22.37,Growth
2021,56102,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",2399,1954,22.77,Growth
2021,94910,Transportation and Storage,14,11,27.27,Growth
2021,46216,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",26,20,30.0,Growth
2021,47639,Activities of Extraterrestrial Organizations And Bodies,330,223,47.98,Growth
2021,47640,Activities of Extraterrestrial Organizations And Bodies,513,346,48.27,Growth
2021,84111,Construction,1,1,0.0,Stable
2021,38213,Administrative and Support Service Activities,15,12,25.0,Growth
2021,68204,Administrative and Support Service Activities,241,222,8.56,Growth
2021,77210,"Professional, Scientific and Technical Activities",303,226,34.07,Growth
2021,47784,Administrative and Support Service Activities,775,700,10.71,Growth
2021,91210,Manufacturing,11,15,-26.67,Decline
2021,80421,Activities of Extraterrestrial Organizations And Bodies,1,1,0.0,Stable
2021,85591,Accommodation and Food Service Activities,15,12,25.0,Growth
2021,85321,Transportation and Storage,2,1,100.0,Growth
2021,56111,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",1488,1185,25.57,Growth
2021,56101,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",1465,1164,25.86,Growth
2021,77229,"Professional, Scientific and Technical Activities",284,214,32.71,Growth
2021,77299,"Professional, Scientific and Technical Activities",267,203,31.53,Growth
2021,77110,"Professional, Scientific and Technical Activities",427,297,43.77,Growth
2021,73110,Manufacturing,2039,1593,28.0,Growth
2021,85599,Accommodation and Food Service Activities,4525,3499,29.32,Growth
2021,47781,Administrative and Support Service Activities,904,782,15.6,Growth
2021,90391,"Agriculture, Forestry and Fishing",749,500,49.8,Growth
2021,47990,Administrative and Support Service Activities,817,700,16.71,Growth
2021,55204,Transportation and Storage,255,206,23.79,Growth
2021,68201,Administrative and Support Service Activities,1412,1170,20.68,Growth
2021,33200,Manufacturing,381,244,56.15,Growth
2021,38323,Activities of Extraterrestrial Organizations And Bodies,17,4,325.0,Growth
2021,1500,Manufacturing,500,408,22.55,Growth
2021,60242,"Agriculture, Forestry and Fishing",3,3,0.0,Stable
2021,82300,Manufacturing,1500,1163,28.98,Growth
2021,49410,Other Service Activities,1362,1014,34.32,Growth
2021,45250,Transportation and Storage,38,20,90.0,Growth
2021,43990,"Water Supply; Sewerage, Waste Management and Remediation Activities",3568,3007,18.66,Growth
2021,43999,"Water Supply; Sewerage, Waste Management and Remediation Activities",2997,2529,18.51,Growth
2021,74879,Activities of Extraterrestrial Organizations And Bodies,1,8,-87.5,Decline
2021,90032,Activities of Extraterrestrial Organizations And Bodies,500,336,48.81,Growth
2021,93052,Manufacturing,2,1,100.0,Growth
2021,42919,Manufacturing,30,23,30.43,Growth
2021,39000,"Arts, Sports and Recreation",61,46,32.61,Growth
2021,51190,Manufacturing,5,5,0.0,Stable
2021,46190,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",1305,1107,17.89,Growth
2021,93291,Manufacturing,49,55,-10.91,Decline
2021,93211,Manufacturing,41,49,-16.33,Decline
2021,77221,"Professional, Scientific and Technical Activities",94,92,2.17,Growth
2021,77291,"Professional, Scientific and Technical Activities",94,91,3.3,Growth
2021,49500,Other Service Activities,14,11,27.27,Growth
2021,85103,Transportation and Storage,1,,,New Sector
2021,79901,Activities of Extraterrestrial Organizations And Bodies,238,161,47.83,Growth
2021,91020,Manufacturing,10,14,-28.57,Decline
2021,90312,"Agriculture, Forestry and Fishing",57,37,54.05,Growth
2021,90042,Activities of Extraterrestrial Organizations And Bodies,56,37,51.35,Growth
2021,11010,Manufacturing,73,42,73.81,Growth
2021,11040,Manufacturing,21,22,-4.55,Decline
2021,47251,"Professional, Scientific and Technical Activities",837,235,256.17,Growth
2021,18120,Administrative and Support Service Activities,190,133,42.86,Growth
2021,77223,"Professional, Scientific and Technical Activities",105,82,28.05,Growth
2021,68321,Activities of Extraterrestrial Organizations And Bodies,638,449,42.09,Growth
2021,77293,"Professional, Scientific and Technical Activities",104,82,26.83,Growth
2021,68322,Activities of Extraterrestrial Organizations And Bodies,720,477,50.94,Growth
2021,47521,"Professional, Scientific and Technical Activities",228,206,10.68,Growth
2021,46130,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",306,265,15.47,Growth
2021,47761,Administrative and Support Service Activities,510,386,32.12,Growth
2021,47621,Activities of Extraterrestrial Organizations And Bodies,202,155,30.32,Growth
2021,88919,Activities of Extraterrestrial Organizations And Bodies,35,15,133.33,Growth
2021,47620,Activities of Extraterrestrial Organizations And Bodies,198,153,29.41,Growth
2021,92340,Manufacturing,3,1,200.0,Growth
2021,47120,"Professional, Scientific and Technical Activities",4282,3057,40.07,Growth
2021,46180,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",1129,883,27.86,Growth
2021,47191,"Professional, Scientific and Technical Activities",106,86,23.26,Growth
2021,47786,Administrative and Support Service Activities,634,577,9.88,Growth
2021,99000,"Arts, Sports and Recreation",6,5,20.0,Growth
2021,56210,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",1717,1291,33.0,Growth
2021,46170,"Telecommunication, Computer Programming, Consulting, Computing Infrastructure, Other Information Service Activities",281,231,21.65,Growth
2021,74401,Activities of Extraterrestrial Organizations And Bodies,2,9,-77.78,Decline
2021,92313,Manufacturing,5,3,66.67,Growth
2021,90393,"Agriculture, Forestry and Fishing",436,316,37.97,Growth
2021,90023,Activities of Extraterrestrial Organizations And Bodies,431,315,36.83,Growth
2021,85510,Accommodation and Food Service Activities,2291,1582,44.82,Growth
2021,90311,"Agriculture, Forestry and Fishing",49,33,48.48,Growth
2021,47252,"Professional, Scientific and Technical Activities",533,389,37.02,Growth
2021,79120,"Arts, Sports and Recreation",92,64,43.75,Growth
2021,55201,Transportation and Storage,6,2,200.0,Growth
2021,90041,Activities of Extraterrestrial Organizations And Bodies,49,31,58.06,Growth
2021,93199,Manufacturing,1232,855,44.09,Growth
2021,1471,Manufacturing,36,40,-10.0,Decline
2021,47650,Activities of Extraterrestrial Organizations And Bodies,188,127,48.03,Growth
2021,61900,Manufacturing,90,82,9.76,Growth
2021,42211,Manufacturing,91,68,33.82,Growth
2021,81300,Manufacturing,2928,2496,17.31,Growth
2021,43410,Activities of Extraterrestrial Organizations And Bodies,1444,1351,6.88,Growth
2021,43910,"Water Supply; Sewerage, Waste Management and Remediation Activities",2714,2348,15.59,Growth
2021,88994,Activities of Extraterrestrial Organizations And Bodies,66,49,34.69,Growth
2021,47742,Administrative and Support Service Activities,112,93,20.43,Growth
2021,77394,"Professional, Scientific and Technical Activities",21,18,16.67,Growth
2021,47789,Administrative and Support Service Activities,1087,692,57.08,Growth
2021,47782,Administrative and Support Service Activities,113,92,22.83,Growth
2021,78200,Administrative and Support Service Activities,223,169,31.95,Growth
2021,78300,Activities of Extraterrestrial Organizations And Bodies,174,133,30.83,Growth
2021,78100,Administrative and Support Service Activities,399,310,28.71,Growth
2021,94991,Transportation and Storage,28,30,-6.67,Decline
2021,85593,Accommodation and Food Service Activities,309,207,49.28,Growth
2021,55209,Transportation and Storage,146,105,39.05,Growth
2021,93210,Manufacturing,11,14,-21.43,Decline
2021,55202,Transportation and Storage,8,5,60.0,Growth
2021,55900,"Publishing, Broadcasting, Content Production, Distribution Activities",45,27,66.67,Growth
2021,93212,Manufacturing,11,14,-21.43,Decline
2021,55301,Transportation and Storage,6,4,50.0,Growth
2021,55100,Transportation and Storage,161,127,26.77,Growth
2021,72200,Manufacturing,72,38,89.47,Growth
