Zipcode,company_count,percentage
BD6 3HS,1,0.0
BD7 2NF,1,0.0
BD8 7DD,1,0.0
BD9 5ER,1,0.0
BG 1407,1,0.0
BG 2180,1,0.0
BG-2850,1,0.0
BG20237070,1,0.0
BH1 3SJ,1,0.0
BH11 9LH,1,0.0
BH12 1DW,1,0.0
BH12 1JY,1,0.0
BH12 4FE,1,0.0
BH12 4QZ,1,0.0
BH15 1AB,1,0.0
BH15 1LD,1,0.0
BH15 2BX,1,0.0
BH15 2PR,1,0.0
BH16 6FA,1,0.0
BH16 6JW,1,0.0
BH16 6LT,1,0.0
BH17 7DX,1,0.0
BH17 7NZ,1,0.0
BH19 2PQ,1,0.0
BH2 6AZ,1,0.0
BH21 7NL,1,0.0
BH23 2XS,1,0.0
BH23 5ET,1,0.0
BH23 6NX,1,0.0
BH23 7PW,1,0.0
BH23 8EE,1,0.0
BH31 6QB,1,0.0
BH63DN,1,0.0
BI5 1TN,1,0.0
BIHOR,1,0.0
"BISHOP'S",1,0.0
BK1 4RQ,1,0.0
BKR 3000,1,0.0
BKR 9037,1,0.0
BKR 9039,1,0.0
BKR 9048,1,0.0
BKR 9084,1,0.0
BKR4013,1,0.0
BL1 4BY,1,0.0
BL2 2HE,1,0.0
BL21BX,1,0.0
BL36BU,1,0.0
BL4 0BX,1,0.0
BL5 1FH,1,0.0
BL9 9HN,1,0.0
BLACKROCK,1,0.0
BN 37 ET,1,0.0
BN1 2NW,1,0.0
BN1 3FE,1,0.0
BN1 3XF,1,0.0
BN1 4AP,1,0.0
BN1 5NP,1,0.0
BN1 9RH,1,0.0
BN1 9S,1,0.0
BN11 1TA,1,0.0
BN11 2BH,1,0.0
BN13 3RB,1,0.0
BN14 8AQ,1,0.0
BN14 8NL,1,0.0
BN14 8NW,1,0.0
BN148AO,1,0.0
BN2 4AT,1,0.0
BN2 4QL,1,0.0
BN22 9AD,1,0.0
BN26 6JF,1,0.0
BN27 1DW,1,0.0
BN3 1RE,1,0.0
BN3 2DL,1,0.0
BN3 3LT,1,0.0
BN3 7GS,1,0.0
BN35RY,1,0.0
BN42 4EN,1,0.0
BN42 4YF,1,0.0
BN443TN,1,0.0
BN5 9XR,1,0.0
BN7 2LU,1,0.0
BN9 0LA,1,0.0
BOX 3152,1,0.0
BP 10606,1,0.0
BP 2480,1,0.0
BP 543,1,0.0
BP 567-590,1,0.0
BP1973,1,0.0
BP450,1,0.0
BR1 1PQ,1,0.0
BR1 2TE,1,0.0
BR2 0TY,1,0.0
BR2 0XE,1,0.0
BR3 1AH,1,0.0
BR3 4TU,1,0.0
BR34DE,1,0.0
BR5 3GY,1,0.0
BR6 0PF,1,0.0
BR6 7QR,1,0.0
BS 49 4AW,1,0.0
BS 6FL,1,0.0
BS1 4DJ,1,0.0
BS1 4QS,1,0.0
BS1 6BU,1,0.0
BS1 6ED,1,0.0
BS1 6EG,1,0.0
BS1 6QH,1,0.0
BS1 6SP,1,0.0
BS11 8AZ,1,0.0
BS11 8DD,1,0.0
BS11 9HD,1,0.0
BS118TB,1,0.0
BS12NT,1,0.0
BS14 0XD,1,0.0
BS16 7,1,0.0
BS16 7 FH,1,0.0
BS2 0QS,1,0.0
BS2 0ZX,1,0.0
BS2 8HY,1,0.0
BS2 8PE,1,0.0
BS2 OEE,1,0.0
BS20 7XH,1,0.0
BS226WA,1,0.0
BS24 7JP,1,0.0
BS3 2LL,1,0.0
BS31RT,1,0.0
BS32 4SR,1,0.0
BS32 4UA,1,0.0
BS34 8QU,1,0.0
BS37 5NZ,1,0.0
BS37 6EE,1,0.0
BS4 4EX,1,0.0
BS48 1JJ,1,0.0
BS5 9PJ,1,0.0
BS8 1HH,1,0.0
BS8 1QU,1,0.0
BS8 1RU,1,0.0
BS8 2LG,1,0.0
BS82XN,1,0.0
BS9 3HQ,1,0.0
BS93BH,1,0.0
BS93BY,1,0.0
BT 15 1ED,1,0.0
BT 80 8LT,1,0.0
BT20 3JH,1,0.0
BT22 2LU,1,0.0
BT24 7JH,1,0.0
BT28 2EX,1,0.0
BT28 2LU,1,0.0
BT29 4AB,1,0.0
BT35 6JP,1,0.0
BT35 6SD,1,0.0
BT35 9TR,1,0.0
BT37 0QB,1,0.0
BT38 8GX,1,0.0
BT39 OBZ,1,0.0
BT390QA,1,0.0
BT42 1FL,1,0.0
BT44 9DB,1,0.0
BT458JQ,1,0.0
BT48 6JN,1,0.0
BT60 2LP,1,0.0
BT7 1NN,1,0.0
BT7 1NN 70,1,0.0
BT71 4DR,1,0.0
BT78 3AJ,1,0.0
BT94 2FY,1,0.0
BT94 3LA,1,0.0
BY 224001,1,0.0
BZN 9031,1,0.0
Bp 1174,1,0.0
C.P. 10683,1,0.0
C102,1,0.0
C1051,1,0.0
C15 NP79,1,0.0
CA 90013,1,0.0
CA 90017,1,0.0
CA 90026,1,0.0
CA 90028,1,0.0
CA 9007,1,0.0
CA 90071,1,0.0
CA 90071-3,1,0.0
CA 90210,1,0.0
CA 90501,1,0.0
CA 90504-6,1,0.0
CA 90505,1,0.0
CA 90809,1,0.0
CA 90815,1,0.0
CA 91204-1,1,0.0
CA 91320,1,0.0
CA 91362,1,0.0
CA 91745,1,0.0
CA 91801,1,0.0
CA 92126,1,0.0
CA 92626,1,0.0
CA 92653,1,0.0
CA 92656,1,0.0
CA 92660,1,0.0
CA 92697,1,0.0
CA 92806,1,0.0
CA 92879,1,0.0
CA 94025,1,0.0
CA 94043,1,0.0
CA 94063,1,0.0
CA 94065,1,0.0
CA 94089,1,0.0
CA 94103,1,0.0
CA 94104,1,0.0
CA 94107,1,0.0
CA 94108,1,0.0
CA 94111,1,0.0
CA 94115,1,0.0
CA 94304,1,0.0
CA 94306,1,0.0
CA 94402,1,0.0
CA 94560,1,0.0
CA 94566,1,0.0
CA 94588,1,0.0
CA 94601 5,1,0.0
CA 94941,1,0.0
CA 95008,1,0.0
CA 95035,1,0.0
CA 95050,1,0.0
CA 95051,1,0.0
CA 95054,1,0.0
CA 95119,1,0.0
CA-91706,1,0.0
CA-94108,1,0.0
CA1 2TL,1,0.0
CA11 0DG,1,0.0
CA117AY,1,0.0
CA16 6HX,1,0.0
CA28 7 AH,1,0.0
CA4811,1,0.0
CA79NE,1,0.0
CA89EL,1,0.0
CA90013,1,0.0
CA90023,1,0.0
CA90040,1,0.0
CA90245,1,0.0
CA91324,1,0.0
CA92253,1,0.0
CA92649,1,0.0
CA92672,1,0.0
CA93NP,1,0.0
CA94 583,1,0.0
CA94065,1,0.0
CA94089,1,0.0
CA94304103,1,0.0
CA94402,1,0.0
CA94403,1,0.0
CA94520,1,0.0
CA94538,1,0.0
CA94545,1,0.0
CA94710,1,0.0
CA95113,1,0.0
CAP 00136,1,0.0
CAP 10086,1,0.0
CAP 10122,1,0.0
CAP 20122,1,0.0
CAP 20156,1,0.0
CAP 25128,1,0.0
CAP 40010,1,0.0
CAP 58100,1,0.0
CAP 66040,1,0.0
CAP 90043,1,0.0
CAP11527,1,0.0
CAP20138,1,0.0
CB 595D,1,0.0
CB1 3RU,1,0.0
CB10 1AX,1,0.0
CB2 1NL,1,0.0
CB2 1TN,1,0.0
CB2 1TS,1,0.0
CB2 9PR,1,0.0
CB2 OAA,1,0.0
CB21 5XE,1,0.0
CB21PQ,1,0.0
CB22 3EG,1,0.0
CB22 5LD,1,0.0
CB22 7GG,1,0.0
CB23 8SL,1,0.0
CB24 9NP,1,0.0
CB24 9PW,1,0.0
CB25 0PA,1,0.0
CB4 0GJ,1,0.0
CB4 0WN,1,0.0
CB4 3EB,1,0.0
CB5 8BL,1,0.0
CB5 8PY,1,0.0
CB5 8SW,1,0.0
CB6 1QG,1,0.0
CB6 2HY,1,0.0
CB7 4AF,1,0.0
CB7 5UE,1,0.0
CB8 7NY,1,0.0
CB9 7LF,1,0.0
CB9 8AD,1,0.0
CB9 8DG,1,0.0
CB9 8QP,1,0.0
CBD3010,1,0.0
CDB5030,1,0.0
CEP 09520-,1,0.0
CF10 3FE,1,0.0
CF10 4AZ,1,0.0
CF10 4BZ,1,0.0
CF10 5F,1,0.0
CF10 5SF,1,0.0
CF10 GA,1,0.0
CF105,1,0.0
CF14 3UZ,1,0.0
CF14 8LH,1,0.0
CF15 7NE,1,0.0
CF23 8RW,1,0.0
CF24 0DE,1,0.0
CF24 2 SA,1,0.0
CF24 3DL,1,0.0
CF31 3XA,1,0.0
CF311QH,1,0.0
CF35 5HZ,1,0.0
CF35 5PZ,1,0.0
CF37 4LB,1,0.0
CF39 8RL,1,0.0
CF45 4SN,1,0.0
CF48 4DR,1,0.0
CF5 6JH,1,0.0
CF5 6TQ,1,0.0
CF62 5QT,1,0.0
CF72 8 QZ,1,0.0
CF72 8YT,1,0.0
CF82 8SJ,1,0.0
CH - 1752,1,0.0
CH - 2014,1,0.0
CH - 6055,1,0.0
CH - 6300,1,0.0
CH - 6314,1,0.0
CH - 8807,1,0.0
CH 1030,1,0.0
CH 1068,1,0.0
CH 1209,1,0.0
CH 1211,1,0.0
CH 1702,1,0.0
CH 2003,1,0.0
CH 2300,1,0.0
CH 2800 DE,1,0.0
CH 4002,1,0.0
CH 4052,1,0.0
CH 432 HY,1,0.0
CH 4415,1,0.0
CH 62 3RL,1,0.0
CH 6301,1,0.0
CH 8021,1,0.0
CH 8501,1,0.0
CH 8865,1,0.0
CH-1162,1,0.0
CH-1196,1,0.0
CH-1233,1,0.0
CH-1800,1,0.0
CH-1920,1,0.0
CH-1951,1,0.0
CH-2000,1,0.0
CH-20006,1,0.0
CH-2926,1,0.0
CH-3000,1,0.0
CH-4051,1,0.0
CH-4053,1,0.0
CH-4105,1,0.0
CH-4303,1,0.0
CH-5400,1,0.0
CH-5432,1,0.0
CH-6312,1,0.0
CH-6331,1,0.0
CH-7000,1,0.0
CH-8001,1,0.0
CH-8005,1,0.0
CH-8027,1,0.0
CH-8034,1,0.0
CH-8047,1,0.0
CH-8152,1,0.0
CH-8702,1,0.0
CH1 1RP,1,0.0
CH1204,1,0.0
CH4 9QT,1,0.0
CH46 4TL,1,0.0
CH49 4RA,1,0.0
CH5 2UA,1,0.0
CH6 6JJ,1,0.0
CH623NL,1,0.0
CH64 7TS,1,0.0
CH6834,1,0.0
CH8 PDP,1,0.0
CH9100,1,0.0
CHIYODA-KU,1,0.0
CL5571,1,0.0
CM 18,1,0.0
CM 19 5HH,1,0.0
CM1 3BY,1,0.0
CM12 0EQ,1,0.0
CM13 3PA,1,0.0
CM14 4HG,1,0.0
CM14 5EG,1,0.0
CM17 9SR,1,0.0
CM19 5TG,1,0.0
CM19 5TH,1,0.0
CM2 0AP,1,0.0
CM2 5AR,1,0.0
CM2 5PD,1,0.0
CM2 OAP,1,0.0
CM20 2BH,1,0.0
CM20 2RB,1,0.0
CM20 2ST,1,0.0
CM219JS,1,0.0
CM22 7AT,1,0.0
CM22 7WE,1,0.0
CM23 4GD,1,0.0
CM24 8BZ,1,0.0
CM24 ISJ,1,0.0
CM3 4RG,1,0.0
CM3 6BZ,1,0.0
CM6,1,0.0
CM6 2AT,1,0.0
CM7 1DQ,1,0.0
CM77 6SP,1,0.0
CM8 1BJ,1,0.0
CM8 3EW,1,0.0
CM9F5,1,0.0
CND L9J1H2,1,0.0
CO 80021,1,0.0
CO 80026,1,0.0
CO 80228,1,0.0
CO 80302,1,0.0
CO 80634,1,0.0
CO1 1TG,1,0.0
CO3 0JL,1,0.0
CO3 3LP,1,0.0
CO3 3LX,1,0.0
CO3 8LT,1,0.0
CO3 9DR,1,0.0
CO4 3SQ,1,0.0
CO4 9FN,1,0.0
CO4 9QX,1,0.0
CO61YT,1,0.0
CO80033,1,0.0
CO80239,1,0.0
CO80301,1,0.0
CO80919,1,0.0
CO9 1HA,1,0.0
CO91H,1,0.0
CP 28001,1,0.0
CP 46988,1,0.0
CP1638,1,0.0
CP725,1,0.0
CP83000,1,0.0
CPO,1,0.0
CR0 4QH,1,0.0
CR0 4WF,1,0.0
CR0 5RA,1,0.0
CR0 8EA,1,0.0
CR27PA,1,0.0
CR4 4DG,1,0.0
CR5 2HR,1,0.0
CR8 1AU,1,0.0
CR9 3AL,1,0.0
CRO 2EE,1,0.0
CRO 2XQ,1,0.0
CRO 3PD,1,0.0
CS 6681,1,0.0
CS 90308 -,1,0.0
CT 06067,1,0.0
CT 06749,1,0.0
CT 17 0HL,1,0.0
CT 17 9 AG,1,0.0
CT 17 9AG,1,0.0
CT 17OHL,1,0.0
CT 19 6 HQ,1,0.0
CT 196 HQ,1,0.0
CT1 1QU,1,0.0
CT10 1PB,1,0.0
CT10 2QQ,1,0.0
CT1179AG,1,0.0
CT117OHL,1,0.0
CT119,1,0.0
CT12,1,0.0
CT12 4AU,1,0.0
CT13 9HJ,1,0.0
CT139HJ,1,0.0
CT139HL,1,0.0
CT17 9TJ,1,0.0
CT170Hl,1,0.0
CT18 7QU,1,0.0
CT19 4RH,1,0.0
CT19 6PY,1,0.0
CT19G,1,0.0
CT20,1,0.0
CT21,1,0.0
CT215,1,0.0
CT3 3EP,1,0.0
CT3 4LZ,1,0.0
CT5 2QJ,1,0.0
CT6 7UD,1,0.0
CT67HD,1,0.0
CT9 4 JG,1,0.0
CU81LL,1,0.0
CV 211QN,1,0.0
CV10 7RH,1,0.0
CV12TT,1,0.0
CV13 6EU,1,0.0
CV21,1,0.0
CV22 7QN,1,0.0
CV23OWA,1,0.0
CV3  2TX,1,0.0
CV3 2DU,1,0.0
CV324YB,1,0.0
CV34 5AH,1,0.0
CV34 5LB,1,0.0
CV34 6DB,1,0.0
CV34 6LG,1,0.0
CV34 6RA,1,0.0
CV34 9QT,1,0.0
CV34N6RS,1,0.0
CV35 7LS,1,0.0
CV350DB,1,0.0
CV4 8HX,1,0.0
CV4 8UW,1,0.0
CV47 0EA,1,0.0
CV47 0RA,1,0.0
CV5 6SP,1,0.0
CV6 4AD,1,0.0
CV8 1 LL,1,0.0
CV8 1NP,1,0.0
CV8 2TL,1,0.0
CV8 2TZ,1,0.0
CV82LG,1,0.0
CVB12FL,1,0.0
CVI 2TT,1,0.0
CW1 6AG,1,0.0
CW1 6BG,1,0.0
CW1 6BU,1,0.0
CW10 0HS,1,0.0
CW12 4NG,1,0.0
CW25 XF,1,0.0
CW5 6PF,1,0.0
CW63JH,1,0.0
CW7 3RT,1,0.0
CW82YA,1,0.0
CW9 7LP,1,0.0
CW9 7RA,1,0.0
CW9 7UD,1,0.0
CW9 7ZR,1,0.0
CWI 6BU,1,0.0
CX 127,1,0.0
CY-1087,1,0.0
CY-3032,1,0.0
CY_3030,1,0.0
CZ,1,0.0
CZ16000,1,0.0
CZ61200,1,0.0
Cap 00142,1,0.0
Cap 00146,1,0.0
Cap 22071,1,0.0
Cap 36066,1,0.0
Ch-8152,1,0.0
Cy-4102,1,0.0
D - 22399,1,0.0
D - 41238,1,0.0
D - 60325,1,0.0
D - 75031,1,0.0
D - 86165,1,0.0
D 01662,1,0.0
D 04416,1,0.0
D 04420,1,0.0
D 06791,1,0.0
D 06844,1,0.0
D 06896,1,0.0
D 07774,1,0.0
D 08451,1,0.0
D 09116,1,0.0
D 10117,1,0.0
D 10367,1,0.0
D 10779,1,0.0
D 12057,1,0.0
D 13507,1,0.0
D 14193,1,0.0
D 14532,1,0.0
D 14727,1,0.0
D 14776,1,0.0
D 18356,1,0.0
D 2000,1,0.0
D 20459,1,0.0
D 20536,1,0.0
D 21683,1,0.0
D 22337,1,0.0
D 26206,1,0.0
D 28222,1,0.0
D 29614,1,0.0
D 31515,1,0.0
D 32351,1,0.0
D 32545,1,0.0
D 32602,1,0.0
D 33609,1,0.0
D 34123,1,0.0
D 36039,1,0.0
D 38486,1,0.0
D 39104,1,0.0
D 39590,1,0.0
D 40764,1,0.0
D 40789,1,0.0
D 41238,1,0.0
D 41539,1,0.0
D 42107,1,0.0
D 42117,1,0.0
D 42327,1,0.0
D 4415,1,0.0
D 44379,1,0.0
D 44579,1,0.0
D 44652,1,0.0
D 44809,1,0.0
D 45476,1,0.0
D 4600,1,0.0
D 46240,1,0.0
D 46485,1,0.0
D 47198,1,0.0
D 47533,1,0.0
D 47611,1,0.0
D 47623,1,0.0
D 48324,1,0.0
D 48529,1,0.0
D 48531,1,0.0
D 49078,1,0.0
D 49610,1,0.0
D 49767,1,0.0
D 50823,1,0.0
D 50858,1,0.0
D 52068,1,0.0
D 52070,1,0.0
D 52078,1,0.0
D 52252,1,0.0
D 52355,1,0.0
D 5300,1,0.0
D 53773,1,0.0
D 53819,1,0.0
D 54516,1,0.0
D 54550,1,0.0
D 54614,1,0.0
D 55116,1,0.0
D 56179,1,0.0
D 56412,1,0.0
D 56479,1,0.0
D 56859,1,0.0
D 57290,1,0.0
D 57462,1,0.0
D 57572,1,0.0
D 58300,1,0.0
D 58971,1,0.0
D 59269,1,0.0
D 59387,1,0.0
D 60311,1,0.0
D 60439,1,0.0
D 63755,1,0.0
D 64342,1,0.0
D 64546,1,0.0
D 65527,1,0.0
D 66271,1,0.0
D 66352,1,0.0
D 66450,1,0.0
D 66822,1,0.0
D 67063,1,0.0
D 67071,1,0.0
D 67227,1,0.0
D 67547,1,0.0
D 67655,1,0.0
D 68165,1,0.0
D 71252,1,0.0
D 73431,1,0.0
D 74193,1,0.0
D 74388,1,0.0
D 74399,1,0.0
D 76189,1,0.0
D 80333,1,0.0
D 84419,1,0.0
D 85614,1,0.0
D 86154,1,0.0
D 8623,1,0.0
D 86529,1,0.0
D 87448,1,0.0
D 88138,1,0.0
D 91154,1,0.0
D 94315,1,0.0
D 95679,1,0.0
D 97232,1,0.0
D 97340,1,0.0
D 99438,1,0.0
D 99831,1,0.0
D-,1,0.0
D-000,1,0.0
D-02826,1,0.0
D-04509,1,0.0
D-06120,1,0.0
D-1-6000,1,0.0
D-10178,1,0.0
D-1030,1,0.0
D-10719,1,0.0
D-10787,1,0.0
D-13086,1,0.0
D-20.355,1,0.0
D-20539,1,0.0
D-21031,1,0.0
D-21107,1,0.0
D-21509,1,0.0
D-23562,1,0.0
D-24103,1,0.0
D-2800,1,0.0
D-28237,1,0.0
D-28870,1,0.0
D-30159,1,0.0
D-30419,1,0.0
D-32423,1,0.0
D-33617,1,0.0
D-34471,1,0.0
D-35418,1,0.0
D-36124,1,0.0
D-38436,1,0.0
D-40237,1,0.0
D-40239,1,0.0
D-40474,1,0.0
D-40822,1,0.0
D-40880,1,0.0
D-42327,1,0.0
D-4446,1,0.0
D-45.130,1,0.0
D-45128,1,0.0
D-45470,1,0.0
D-45479,1,0.0
D-46145,1,0.0
D-46483,1,0.0
D-47119,1,0.0
D-47249,1,0.0
D-48291,1,0.0
D-49716,1,0.0
D-5000,1,0.0
D-50668,1,0.0
D-50672,1,0.0
D-51069,1,0.0
D-51427,1,0.0
D-52059,1,0.0
D-52062,1,0.0
D-52152,1,0.0
D-52249,1,0.0
D-52349,1,0.0
D-5300,1,0.0
D-53113,1,0.0
D-53116,1,0.0
D-53121,1,0.0
D-53179,1,0.0
D-53229,1,0.0
D-5330,1,0.0
D-53902,1,0.0
D-54550,1,0.0
D-55116,1,0.0
D-55127,1,0.0
D-55130,1,0.0
D-55452,1,0.0
D-56054,1,0.0
D-56070,1,0.0
D-57234,1,0.0
D-59387,1,0.0
D-59494,1,0.0
D-59846,1,0.0
D-60.596,1,0.0
D-6000,1,0.0
D-60311,1,0.0
D-60327,1,0.0
D-60428,1,0.0
D-60549,1,0.0
D-61440,1,0.0
D-6236,1,0.0
D-67435,1,0.0
D-68219,1,0.0
D-7000,1,0.0
D-72138,1,0.0
D-72250,1,0.0
D-73529,1,0.0
D-7800,1,0.0
D-79002,1,0.0
D-79100,1,0.0
D-80.939,1,0.0
D-80333,1,0.0
D-80335,1,0.0
D-80469,1,0.0
D-80976,1,0.0
D-82166,1,0.0
D-88263,1,0.0
D-89125,1,0.0
D-91301,1,0.0
D-92676,1,0.0
D-97717,1,0.0
D-99444,1,0.0
D0 P4AX,1,0.0
D01,1,0.0
D01 C3W7,1,0.0
D01 EK66,1,0.0
D01 F7X3,1,0.0
D01 K5C7,1,0.0
D01 YC43,1,0.0
D01C4E0,1,0.0
D01E7E8,1,0.0
D01H104,1,0.0
D01HP90,1,0.0
D01T8Y1,1,0.0
D01X8H2,1,0.0
D01YY11,1,0.0
D02,1,0.0
D02 A339,1,0.0
D02 AE24,1,0.0
D02 DH60,1,0.0
D02 E440,1,0.0
D02 FY24,1,0.0
D02 H364,1,0.0
D02 HH27,1,0.0
D02 HY79,1,0.0
D02 KW81,1,0.0
D02 NT28,1,0.0
D02 NW22,1,0.0
D02 NY59,1,0.0
D02 T292,1,0.0
D02 T296,1,0.0
D02 V078,1,0.0
D02 VK60,1,0.0
D02 VY52,1,0.0
D02 Y754,1,0.0
D02727,1,0.0
D02829,1,0.0
D02A339,1,0.0
D02AY28,1,0.0
D02DK18,1,0.0
D02DP76,1,0.0
D02F206,1,0.0
D02FR58,1,0.0
D02FX39,1,0.0
D02HD32,1,0.0
D02K580,1,0.0
D02KW80,1,0.0
D02P593,1,0.0
D02PR89,1,0.0
D02T380,1,0.0
D02T804,1,0.0
D02TY74,1,0.0
D02VX67,1,0.0
D02W863,1,0.0
D02WE19,1,0.0
D02X576,1,0.0
D02Y240,1,0.0
D03 A995,1,0.0
D03 X0Y5,1,0.0
D04 C2N4,1,0.0
D04 CX38,1,0.0
D04 Hn50,1,0.0
D04 PY68,1,0.0
D04 XF75,1,0.0
D04H668,1,0.0
D04N59,1,0.0
D06526,1,0.0
D06577,1,0.0
D06642,1,0.0
D06803,1,0.0
D07R672,1,0.0
D08 K752,1,0.0
D08371,1,0.0
D08TH76,1,0.0
D09577,1,0.0
D09C922,1,0.0
D1 1HJ,1,0.0
D1 24 D6W,1,0.0
D10 KH30,1,0.0
D10623,1,0.0
D11 X2NC,1,0.0
D12 A720,1,0.0
D12 N2X6,1,0.0
D1200,1,0.0
D12NF89,1,0.0
D12T3F8,1,0.0
D13355,1,0.0
D13581,1,0.0
D14 X0T8,1,0.0
D14774,1,0.0
D15,1,0.0
D15 AKK1,1,0.0
D15 EWP8,1,0.0
D15 H6EF,1,0.0
D15 N5CE,1,0.0
D15 TX2V,1,0.0
D15732,1,0.0
D15K64C,1,0.0
D15NP9Y,1,0.0
D17,1,0.0
D17 FY82,1,0.0
D17 K684,1,0.0
D17 XC99,1,0.0
D17TK25,1,0.0
D18 A094,1,0.0
D18 DH 76,1,0.0
D18 F5X2,1,0.0
D18AX61,1,0.0
D18AY29,1,0.0
D18Y3X,1,0.0
D1SW5XW,1,0.0
D20 N884,1,0.0
D21220,1,0.0
D21465,1,0.0
D21682,1,0.0
D22,1,0.0
D22 F676,1,0.0
D22457,1,0.0
D24 T298,1,0.0
D24 V06K,1,0.0
D24 YK11,1,0.0
D24DKP4,1,0.0
D24XW67,1,0.0
D26160,1,0.0
D26871,1,0.0
D28307,1,0.0
D29624,1,0.0
D3070,1,0.0
D31224,1,0.0
D33334,1,0.0
D35510,1,0.0
D38226,1,0.0
D39261,1,0.0
D39291,1,0.0
D4,1,0.0
D4060,1,0.0
D40878,1,0.0
D40883,1,0.0
D42657,1,0.0
D42929,1,0.0
D45472,1,0.0
D45473,1,0.0
D45655,1,0.0
D45659,1,0.0
D45721,1,0.0
D45883,1,0.0
D46145,1,0.0
D46562,1,0.0
D48248,1,0.0
D49124,1,0.0
D49176,1,0.0
D49636,1,0.0
D49688,1,0.0
D497AY,1,0.0
D49803,1,0.0
D50667,1,0.0
D51381,1,0.0
D51645,1,0.0
D52072,1,0.0
D52134,1,0.0
D52385,1,0.0
D53111,1,0.0
D53340,1,0.0
D56564,1,0.0
D57339,1,0.0
D59759,1,0.0
D6 8DD,1,0.0
D60486,1,0.0
D63846,1,0.0
D64653,1,0.0
D64832,1,0.0
D66117,1,0.0
D66424,1,0.0
D66557,1,0.0
D67304,1,0.0
D6W XE43,1,0.0
D70376,1,0.0
D72639,1,0.0
D74076,1,0.0
D74193,1,0.0
D74629,1,0.0
D79737,1,0.0
D80333,1,0.0
D81675,1,0.0
D83395,1,0.0
D84155,1,0.0
D87435,1,0.0
D88212,1,0.0
D94136,1,0.0
D97318,1,0.0
D98527,1,0.0
DA 14 5NH,1,0.0
DA1 4QP,1,0.0
DA1 5QU,1,0.0
DA11 0AD,1,0.0
DA14 5AE,1,0.0
DA14 5HZ,1,0.0
DA15 7DU,1,0.0
DA16 3AD,1,0.0
DA17 5HT,1,0.0
DA18 4AU,1,0.0
DA2 7SY,1,0.0
DA3-8JD,1,0.0
DA67PA,1,0.0
DA8 IQH,1,0.0
DC 20004,1,0.0
DC 20005,1,0.0
DC 20037,1,0.0
DC20062,1,0.0
DD4 9UB,1,0.0
DD6 8RG,1,0.0
DE 01445,1,0.0
DE 03238,1,0.0
DE 04317,1,0.0
DE 06217,1,0.0
DE 06842,1,0.0
DE 06901,1,0.0
DE 07333,1,0.0
DE 12616,1,0.0
DE 13053,1,0.0
DE 13587,1,0.0
DE 15566,1,0.0
DE 16303,1,0.0
DE 19803,1,0.0
DE 19809,1,0.0
DE 23560,1,0.0
DE 24 8 BJ,1,0.0
DE 248 BJ,1,0.0
DE 26125,1,0.0
DE 26135,1,0.0
DE 30163,1,0.0
DE 30916,1,0.0
DE 30966,1,0.0
DE 34626,1,0.0
DE 37351,1,0.0
DE 40476,1,0.0
DE 40880,1,0.0
DE 42897,1,0.0
DE 44149,1,0.0
DE 45141,1,0.0
DE 46049,1,0.0
DE 47057,1,0.0
DE 47805,1,0.0
DE 49632,1,0.0
DE 52068,1,0.0
DE 52146,1,0.0
DE 52351,1,0.0
DE 56401,1,0.0
DE 60528,1,0.0
DE 61 HA,1,0.0
DE 63128,1,0.0
DE 6464,1,0.0
DE 65549,1,0.0
DE 66482,1,0.0
DE 70327,1,0.0
DE 70567,1,0.0
DE 73033,1,0.0
DE 73414,1,0.0
DE 73614,1,0.0
DE 75050,1,0.0
DE 86381,1,0.0
DE 88361,1,0.0
DE 89522,1,0.0
DE 9100,1,0.0
DE 91094,1,0.0
DE 92342,1,0.0
DE 95463,1,0.0
DE 99441,1,0.0
DE-10119,1,0.0
DE-60327,1,0.0
DE12 7PL,1,0.0
DE12 8LR,1,0.0
DE13 0SH,1,0.0
DE14 2WH,1,0.0
DE14 2WW,1,0.0
DE19711,1,0.0
DE19807,1,0.0
DE19894,1,0.0
DE19958,1,0.0
DE22 1DZ,1,0.0
DE24 8AN,1,0.0
DE2HU,1,0.0
DE4 5LB,1,0.0
DE5 3GH,1,0.0
DE5 3ND,1,0.0
DE5 3RZ,1,0.0
DE55 4LS,1,0.0
DE55 7RA,1,0.0
DE56 4AN,1,0.0
DE562EP,1,0.0
DE58JZ,1,0.0
DE59494,1,0.0
DE74 2SA,1,0.0
DE74 2TZ,1,0.0
DE742SB,1,0.0
DE75 7RJ,1,0.0
DEL 19904,1,0.0
DG1 1TS,1,0.0
DH32QX,1,0.0
DH33SS,1,0.0
DH5 0BG,1,0.0
DH59HU,1,0.0
DH7 8HE,1,0.0
DH9 7LL,1,0.0
DK - 1098,1,0.0
DK 1140,1,0.0
DK 1464,1,0.0
DK 2400,1,0.0
DK 2650,1,0.0
DK 2970,1,0.0
DK 4000,1,0.0
DK 8000,1,0.0
DK-1113,1,0.0
DK-1147,1,0.0
DK-1150,1,0.0
DK-1364,1,0.0
DK-1403,1,0.0
DK-1411,1,0.0
DK-1561,1,0.0
DK-1595,1,0.0
DK-1600,1,0.0
DK-2100,1,0.0
DK-2765,1,0.0
DK-2970,1,0.0
DK-5260,1,0.0
DK-5853,1,0.0
DK-6261,1,0.0
DK-7130,1,0.0
DK-7260,1,0.0
DK-7500,1,0.0
DK-8464,1,0.0
DK-8600,1,0.0
DK-8800,1,0.0
DK15 K138,1,0.0
DK2860,1,0.0
